age,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,job_n,marital_n,education_n,default_n,housing_n,loan_n,poutcome_n
47,-0.1,93.2,-42.0,4.153,6,0,6,0,0,0,0
27,-1.7,94.055,-39.8,0.715,3,1,6,0,0,0,0
38,-1.7,94.215,-40.3,0.846,4,0,4,0,0,0,0
45,1.1,93.994,-36.4,4.859,8,1,4,1,1,0,0
33,-0.1,93.2,-42.0,4.12,6,0,6,0,1,1,0
52,1.1,93.994,-36.4,4.857,4,0,1,0,1,0,0
29,-0.1,93.2,-42.0,4.12,3,0,4,0,0,0,0
45,-0.1,93.2,-42.0,4.076,3,0,2,0,0,0,0
33,-1.8,92.893,-46.2,1.291,4,1,4,0,1,0,1
69,-1.8,93.075,-47.1,1.41,5,0,5,0,0,0,0
38,1.4,93.918,-42.7,4.966,4,1,6,1,1,1,0
52,1.4,94.465,-41.8,4.96,3,0,0,1,1,0,0
35,1.4,93.444,-36.1,4.965,6,2,6,0,2,2,0
47,-1.8,93.876,-40.0,0.682,6,0,6,0,1,0,2
47,1.4,93.918,-42.7,4.962,4,2,1,0,0,1,0
48,-1.8,92.893,-46.2,1.327,3,0,0,0,0,1,2
34,-1.1,94.199,-37.5,0.879,4,1,6,0,0,1,0
27,-2.9,92.963,-40.8,1.26,1,1,6,0,1,0,0
42,1.4,93.918,-42.7,4.962,3,1,0,0,1,0,0
27,-2.9,92.963,-40.8,1.266,2,0,6,0,2,2,1
52,-2.9,92.201,-31.4,0.883,5,2,6,0,1,1,2
25,-1.1,94.199,-37.5,0.882,11,1,6,0,1,1,0
49,1.1,93.994,-36.4,4.858,0,1,1,1,1,0,0
47,1.1,93.994,-36.4,4.857,1,2,1,0,0,0,0
43,1.4,94.465,-41.8,4.864,7,0,4,0,0,0,0
39,1.1,93.994,-36.4,4.859,0,0,1,0,1,0,0
42,-0.1,93.2,-42.0,4.153,8,2,4,0,1,0,0
28,1.4,93.918,-42.7,4.963,2,1,1,0,1,0,0
52,1.1,93.994,-36.4,4.864,9,0,2,0,0,0,0
29,1.4,94.465,-41.8,4.864,2,1,1,0,0,0,0
29,1.4,93.444,-36.1,4.966,4,1,1,0,1,0,0
37,1.4,93.444,-36.1,4.964,0,0,0,0,1,0,0
38,-1.8,92.893,-46.2,1.244,4,1,4,0,1,1,0
54,1.4,93.444,-36.1,4.97,4,0,6,0,1,0,0
67,-2.9,92.963,-40.8,1.262,2,0,0,1,1,0,1
49,-2.9,92.963,-40.8,1.252,7,0,4,0,0,0,0
54,-3.4,92.379,-29.8,0.741,3,0,0,0,0,0,1
60,1.4,93.918,-42.7,4.963,3,0,0,1,1,0,0
50,1.1,93.994,-36.4,4.856,1,0,5,1,0,0,0
46,1.1,93.994,-36.4,4.857,8,0,6,0,1,0,0
29,-1.8,92.893,-46.2,1.291,2,0,1,0,0,0,1
53,-0.1,93.2,-42.0,4.191,10,2,6,0,0,0,0
50,1.4,93.444,-36.1,4.97,3,0,3,0,1,0,0
40,1.4,93.444,-36.1,4.965,6,0,1,0,0,1,0
29,-1.8,92.893,-46.2,1.281,2,1,1,0,1,0,1
43,-1.8,92.893,-46.2,1.299,3,0,3,1,1,0,0
32,-1.8,92.893,-46.2,1.299,3,0,3,0,1,0,0
57,1.4,94.465,-41.8,4.865,3,2,5,1,0,0,0
35,-1.8,92.893,-46.2,1.299,4,0,6,0,1,0,0
26,-1.8,92.893,-46.2,1.25,1,0,1,0,1,0,0
36,1.1,93.994,-36.4,4.86,2,1,6,0,0,0,0
54,1.4,93.444,-36.1,4.966,3,0,4,1,1,1,0
53,1.1,93.994,-36.4,4.86,6,0,6,1,2,2,0
31,-0.1,93.2,-42.0,4.076,2,1,6,0,0,0,0
50,-0.1,93.2,-42.0,4.076,7,0,1,0,0,0,0
23,1.4,93.918,-42.7,4.963,2,1,4,0,0,0,0
27,1.1,93.994,-36.4,4.857,4,0,6,0,0,1,0
46,1.4,93.444,-36.1,4.964,4,0,1,1,0,0,0
43,1.1,93.994,-36.4,4.858,3,0,3,0,0,0,0
54,-1.1,94.767,-50.8,1.041,4,0,5,0,1,0,1
41,-1.8,92.893,-46.2,1.299,10,0,3,0,0,1,0
24,-1.8,92.893,-46.2,1.266,4,0,4,0,1,1,0
40,1.4,94.465,-41.8,4.967,8,0,0,1,0,0,0
34,-3.4,92.431,-26.9,0.722,4,1,6,0,0,0,1
57,-0.1,93.2,-42.0,4.021,3,0,3,1,1,1,0
47,1.1,93.994,-36.4,4.856,3,0,3,0,1,0,0
47,-1.8,92.893,-46.2,1.313,3,0,3,0,1,0,0
35,1.4,93.444,-36.1,4.963,4,0,4,1,1,0,0
23,1.4,93.918,-42.7,4.961,4,1,6,0,1,1,0
40,1.1,93.994,-36.4,4.856,2,0,6,0,1,0,0
35,1.4,94.465,-41.8,4.961,2,0,1,0,0,1,0
53,-3.4,92.649,-30.1,0.716,9,0,3,0,0,1,1
34,1.4,93.918,-42.7,4.961,3,0,5,0,0,1,0
48,1.4,93.444,-36.1,4.968,3,0,0,1,0,0,0
33,-0.1,93.2,-42.0,4.076,1,0,1,1,0,0,0
34,-1.8,92.893,-46.2,1.291,2,2,4,0,1,1,0
29,-1.8,92.893,-46.2,1.281,3,0,3,0,1,0,0
41,1.4,93.444,-36.1,4.966,4,2,6,0,1,0,0
29,-1.8,92.893,-46.2,1.344,2,1,6,0,1,0,0
26,-1.8,93.075,-47.1,1.405,2,1,1,0,0,0,0
28,1.1,93.994,-36.4,4.857,9,1,5,1,1,1,0
33,-0.1,93.2,-42.0,4.153,10,0,1,0,0,0,1
43,1.4,93.918,-42.7,4.957,4,1,6,0,1,0,0
36,-1.8,92.893,-46.2,1.291,2,2,1,0,0,0,1
42,-1.8,92.893,-46.2,1.313,3,0,3,0,1,0,1
30,1.1,93.994,-36.4,4.856,2,1,6,0,0,0,0
56,1.1,93.994,-36.4,4.857,3,0,0,1,0,0,0
30,1.1,93.994,-36.4,4.855,2,2,1,0,1,0,0
36,1.4,93.918,-42.7,4.96,4,0,6,0,1,0,0
60,-1.8,93.075,-47.1,1.365,2,0,1,0,0,0,2
42,1.4,94.465,-41.8,4.865,2,0,1,0,0,1,0
29,-1.8,93.075,-47.1,1.435,3,0,3,0,1,0,0
49,1.4,93.918,-42.7,4.961,2,0,3,0,1,0,0
26,1.1,93.994,-36.4,4.858,1,0,1,0,0,0,0
31,1.4,93.918,-42.7,4.963,0,1,1,0,1,1,0
32,-1.8,92.893,-46.2,1.244,3,2,0,0,0,0,0
35,-0.1,93.2,-42.0,4.153,3,0,2,0,0,0,1
30,1.1,93.994,-36.4,4.86,3,0,3,0,1,1,0
46,1.4,93.918,-42.7,4.961,4,2,4,1,0,0,0
47,1.4,94.465,-41.8,4.866,3,0,2,1,1,0,0
44,1.4,93.444,-36.1,4.966,2,1,6,0,0,0,0
30,-1.1,94.199,-37.5,0.877,4,1,4,0,0,0,1
27,-2.9,92.963,-40.8,1.26,3,1,2,0,1,0,0
23,-2.9,92.469,-33.6,1.048,11,1,1,0,0,0,0
45,-0.1,93.2,-42.0,4.191,2,0,1,0,0,0,0
24,1.1,93.994,-36.4,4.855,11,1,1,0,1,0,0
36,-1.8,92.893,-46.2,1.334,3,0,3,0,1,0,0
31,-1.8,93.075,-47.1,1.453,3,0,3,0,0,0,1
32,1.4,93.918,-42.7,4.962,3,0,0,1,1,0,0
53,1.4,93.918,-42.7,4.957,1,2,3,0,1,0,0
27,1.1,93.994,-36.4,4.856,2,1,3,0,1,0,0
57,1.1,93.994,-36.4,4.857,2,0,6,0,1,1,0
38,-1.8,93.075,-47.1,1.365,4,0,4,0,1,0,1
53,-1.8,93.369,-34.8,0.654,2,2,6,0,1,0,1
61,-2.9,92.963,-40.8,1.26,2,0,6,0,1,0,0
40,1.4,94.465,-41.8,4.866,6,0,6,0,2,2,0
63,-2.9,92.201,-31.4,0.883,5,0,0,0,0,0,0
55,1.4,93.918,-42.7,4.962,2,0,1,0,1,0,0
33,-0.1,93.2,-42.0,4.12,3,1,3,1,1,0,0
53,-2.9,92.963,-40.8,1.215,2,0,6,0,0,1,0
31,1.1,93.994,-36.4,4.857,1,0,1,1,0,0,0
47,-1.8,93.075,-47.1,1.41,3,0,3,0,1,0,0
55,1.4,93.444,-36.1,4.963,1,0,1,0,1,0,0
45,1.1,93.994,-36.4,4.857,3,0,7,1,0,1,0
28,-1.8,92.893,-46.2,1.291,6,1,6,0,1,0,0
32,-1.8,92.893,-46.2,1.291,1,0,1,0,0,0,2
32,1.1,93.994,-36.4,4.856,0,0,0,0,0,0,0
39,1.1,93.994,-36.4,4.859,4,0,4,0,0,0,0
19,-1.1,94.199,-37.5,0.879,11,1,2,0,1,0,2
33,1.4,94.465,-41.8,4.959,3,0,3,0,0,0,0
54,1.4,94.465,-41.8,4.958,4,0,6,1,0,0,0
30,-1.8,92.893,-46.2,1.266,3,1,3,0,1,0,1
47,1.1,93.994,-36.4,4.855,3,1,0,0,0,0,0
36,1.1,93.994,-36.4,4.857,1,1,2,1,1,0,0
27,-1.8,92.893,-46.2,1.334,2,0,1,0,1,0,0
35,1.4,93.918,-42.7,4.961,3,2,3,0,0,0,0
39,1.4,93.918,-42.7,4.963,1,0,1,0,0,0,0
45,-0.1,93.2,-42.0,4.021,4,0,4,0,1,0,0
18,-3.4,92.379,-29.8,0.809,11,1,5,0,0,0,2
38,1.1,93.994,-36.4,4.858,10,0,2,0,2,2,0
36,1.4,93.918,-42.7,4.96,1,0,1,1,0,0,0
37,-2.9,92.201,-31.4,0.873,4,1,6,0,1,1,2
46,1.4,94.465,-41.8,4.959,3,0,3,0,0,0,0
29,1.1,93.994,-36.4,4.857,3,2,0,0,0,0,0
34,1.4,93.918,-42.7,4.963,4,1,6,0,1,0,0
57,1.1,93.994,-36.4,4.857,5,1,1,0,1,1,0
34,-1.8,92.843,-50.0,1.726,4,1,4,0,1,0,0
44,1.4,93.918,-42.7,4.961,3,0,4,1,0,0,0
35,1.4,93.444,-36.1,4.963,4,0,1,0,2,2,0
27,1.1,93.994,-36.4,4.857,3,0,3,0,0,0,0
40,-1.8,92.893,-46.2,1.25,4,0,6,0,1,1,0
35,1.1,93.994,-36.4,4.857,3,0,2,0,0,0,0
33,1.4,94.465,-41.8,4.958,1,1,1,0,0,0,0
42,1.1,93.994,-36.4,4.86,4,0,1,0,0,0,0
28,-1.8,92.893,-46.2,1.266,3,0,3,0,1,0,0
41,-1.8,92.893,-46.2,1.27,3,0,3,0,1,1,0
31,1.1,93.994,-36.4,4.858,4,0,1,0,1,0,0
36,1.1,93.994,-36.4,4.856,10,0,2,0,1,0,0
29,1.4,93.444,-36.1,4.963,2,0,6,0,1,0,0
46,1.4,93.444,-36.1,4.963,3,0,2,0,1,1,0
63,-2.9,92.201,-31.4,0.821,5,0,6,0,1,0,1
52,1.4,93.444,-36.1,4.965,3,0,0,0,1,0,0
27,1.4,93.918,-42.7,4.963,4,0,4,0,1,0,0
28,1.4,93.918,-42.7,4.962,4,1,1,0,0,0,0
51,1.4,94.465,-41.8,4.962,1,0,1,1,0,1,0
25,1.4,93.918,-42.7,4.962,3,0,3,0,0,0,0
36,1.4,93.444,-36.1,4.962,2,2,6,0,1,0,0
40,1.4,93.918,-42.7,4.966,3,0,3,0,1,0,0
37,-1.8,92.893,-46.2,1.327,8,0,0,0,0,0,0
38,1.4,94.465,-41.8,4.864,3,0,2,1,0,0,0
53,1.4,94.465,-41.8,4.959,4,0,4,1,0,0,0
45,1.1,93.994,-36.4,4.858,3,0,2,1,1,0,0
52,1.4,93.444,-36.1,4.964,0,0,0,0,1,0,0
46,-2.9,92.201,-31.4,0.884,3,0,4,0,0,0,1
56,-1.1,94.199,-37.5,0.879,2,0,3,0,1,1,0
62,-1.8,93.749,-34.6,0.642,10,0,3,0,1,0,2
45,1.4,93.444,-36.1,4.964,4,0,4,1,1,0,0
30,1.1,93.994,-36.4,4.857,1,0,1,0,0,0,0
32,-1.8,93.075,-47.1,1.405,4,0,4,0,0,0,1
29,1.4,93.444,-36.1,4.965,2,0,6,0,0,0,0
30,-3.4,92.431,-26.9,0.733,2,1,6,0,1,0,0
71,-3.4,92.431,-26.9,0.742,5,1,6,0,0,0,0
32,1.4,94.465,-41.8,4.959,2,0,6,0,1,0,0
24,-1.7,94.215,-40.3,0.896,11,1,4,0,0,0,2
71,-1.8,93.075,-47.1,1.392,5,0,6,0,1,1,0
48,-0.1,93.2,-42.0,4.191,10,0,6,1,1,0,1
40,-2.9,92.201,-31.4,0.884,6,0,6,0,0,0,1
46,1.4,93.444,-36.1,4.963,1,0,5,1,0,0,0
55,1.1,93.994,-36.4,4.858,2,1,6,0,1,0,0
29,1.4,94.465,-41.8,4.96,2,0,6,0,0,0,0
28,-2.9,92.469,-33.6,1.048,1,1,6,0,1,0,0
42,-1.8,92.893,-46.2,1.281,1,1,2,0,1,0,0
56,1.4,93.918,-42.7,4.962,4,0,5,1,1,0,0
24,1.1,93.994,-36.4,4.86,1,1,1,0,0,0,0
32,1.4,93.918,-42.7,4.963,4,1,1,0,0,0,0
45,1.1,93.994,-36.4,4.86,1,2,1,1,1,0,0
41,1.4,93.444,-36.1,4.962,2,0,6,0,0,0,0
57,-1.8,92.893,-46.2,1.354,8,0,6,0,1,0,0
37,-1.8,92.893,-46.2,1.25,2,1,1,0,0,0,0
40,1.4,93.918,-42.7,4.962,3,0,0,1,2,2,0
49,1.4,93.918,-42.7,4.957,3,2,5,1,0,0,0
41,1.4,93.918,-42.7,4.955,1,1,4,0,1,0,0
41,-1.8,92.893,-46.2,1.344,3,0,0,1,1,0,0
49,1.4,93.444,-36.1,4.964,4,0,4,1,1,0,0
38,-1.8,92.893,-46.2,1.327,3,2,1,0,0,0,0
36,-0.1,93.2,-42.0,4.12,3,0,2,0,0,0,0
45,1.4,93.918,-42.7,4.96,1,1,3,1,0,1,0
49,1.4,94.465,-41.8,4.947,0,0,0,0,0,1,0
32,1.1,93.994,-36.4,4.86,2,2,6,0,1,0,0
37,1.1,93.994,-36.4,4.856,3,0,1,1,0,0,0
31,-2.9,92.963,-40.8,1.268,4,0,6,0,1,0,0
41,1.4,93.444,-36.1,4.963,4,0,4,0,1,0,0
43,-1.8,92.893,-46.2,1.281,2,2,3,0,1,0,0
47,-1.8,92.893,-46.2,1.244,1,0,1,0,0,0,0
35,-1.8,92.893,-46.2,1.25,3,0,2,0,1,0,1
60,-1.1,94.199,-37.5,0.884,5,0,6,0,0,0,2
49,-0.1,93.2,-42.0,4.191,3,2,1,0,0,0,0
37,-1.8,92.893,-46.2,1.25,6,0,6,0,0,0,1
32,1.1,93.994,-36.4,4.857,3,0,1,1,1,0,0
56,-1.8,93.369,-34.8,0.634,7,2,0,0,1,0,1
58,1.4,94.465,-41.8,4.961,5,2,4,1,0,0,0
49,-1.8,93.369,-34.8,0.652,3,0,3,1,1,0,1
54,-1.8,92.893,-46.2,1.299,6,0,1,1,0,0,1
46,1.4,93.918,-42.7,4.959,8,0,1,1,1,0,0
55,1.1,93.994,-36.4,4.86,0,1,3,0,0,0,0
31,1.1,93.994,-36.4,4.864,3,1,3,1,0,0,0
59,-1.8,92.893,-46.2,1.266,2,2,3,0,1,0,1
52,-1.8,93.075,-47.1,1.41,5,0,0,1,0,0,1
40,1.4,93.918,-42.7,4.962,2,1,6,0,1,0,0
53,1.1,93.994,-36.4,4.864,1,0,0,0,0,0,0
45,1.4,94.465,-41.8,4.961,9,0,5,0,0,0,0
32,1.1,93.994,-36.4,4.859,1,0,1,0,0,0,0
57,1.1,93.994,-36.4,4.856,5,1,4,0,0,0,0
41,-0.1,93.2,-42.0,4.021,4,0,4,0,0,0,0
68,-1.1,94.601,-49.5,1.0,5,2,1,0,1,0,1
38,-1.8,93.075,-47.1,1.405,6,2,6,0,0,1,1
33,-1.1,94.199,-37.5,0.879,2,0,6,0,1,1,0
50,-1.8,93.075,-47.1,1.479,2,0,4,1,1,0,0
40,1.4,93.918,-42.7,4.962,2,2,1,0,0,0,0
30,1.1,93.994,-36.4,4.857,11,1,5,1,0,0,0
32,1.1,93.994,-36.4,4.858,3,0,3,0,1,0,0
34,-0.1,93.2,-42.0,4.021,2,1,6,0,0,0,0
23,1.4,93.918,-42.7,4.958,6,1,6,0,0,1,0
29,1.1,93.994,-36.4,4.857,2,1,6,0,1,0,0
33,-1.8,92.893,-46.2,1.334,3,1,3,0,1,0,1
48,1.4,93.918,-42.7,4.962,2,1,1,0,1,0,0
31,1.1,93.994,-36.4,4.857,11,1,6,1,0,0,0
23,-1.8,92.893,-46.2,1.281,3,0,3,0,1,0,1
31,-3.4,92.379,-29.8,0.803,2,1,6,0,0,0,0
33,1.1,93.994,-36.4,4.855,2,0,6,0,1,0,0
31,1.4,94.465,-41.8,4.961,1,0,1,1,1,0,0
28,1.1,93.994,-36.4,4.855,3,0,2,1,0,0,0
27,-2.9,92.963,-40.8,1.266,2,1,6,0,1,1,0
36,1.4,93.444,-36.1,4.964,4,0,4,0,1,0,0
42,1.4,93.444,-36.1,4.967,6,0,1,0,0,0,0
46,1.4,93.444,-36.1,4.965,3,0,3,0,0,0,0
37,1.4,94.465,-41.8,4.955,2,1,6,1,1,0,0
45,-2.9,92.963,-40.8,1.266,7,0,3,0,1,0,0
43,-2.9,92.963,-40.8,1.266,2,0,1,1,1,0,0
30,-1.7,94.027,-38.3,0.904,8,1,6,0,2,2,0
35,-1.8,92.893,-46.2,1.266,3,0,2,0,1,0,2
35,1.4,93.444,-36.1,4.966,4,1,6,0,1,0,0
32,1.1,93.994,-36.4,4.86,1,1,4,0,1,0,0
53,-1.8,93.075,-47.1,1.405,2,1,6,0,0,0,0
31,1.4,93.918,-42.7,4.957,7,1,1,0,1,1,0
34,1.4,93.444,-36.1,4.97,4,1,4,0,1,1,0
40,-1.8,92.893,-46.2,1.291,1,0,3,0,1,1,0
29,-0.1,93.2,-42.0,4.021,4,1,6,0,1,0,1
51,-1.8,92.893,-46.2,1.291,3,2,0,0,1,0,0
29,1.4,94.465,-41.8,4.959,3,1,3,0,0,0,0
29,-1.7,94.215,-40.3,0.84,4,1,3,0,1,0,2
43,1.4,93.918,-42.7,4.961,10,0,6,1,1,0,0
40,1.4,93.918,-42.7,4.963,3,2,3,1,1,0,0
35,-1.8,93.075,-47.1,1.405,1,1,1,0,1,0,0
52,-2.9,92.963,-40.8,1.26,2,0,6,0,1,1,0
27,-1.8,92.893,-46.2,1.291,1,0,2,0,0,0,1
64,-2.9,92.201,-31.4,0.859,5,0,1,1,0,0,1
31,-1.8,92.893,-46.2,1.313,3,0,2,1,0,0,1
58,-1.8,92.893,-46.2,1.281,6,0,0,0,1,1,1
51,-0.1,93.2,-42.0,4.191,6,0,6,0,1,0,0
26,1.4,93.918,-42.7,4.962,10,0,0,1,0,0,0
47,-1.8,92.893,-46.2,1.334,3,1,3,1,0,0,0
28,1.1,93.994,-36.4,4.857,1,0,1,0,0,0,0
42,-0.1,93.2,-42.0,4.191,2,0,5,0,0,0,0
55,1.4,93.918,-42.7,4.957,6,0,3,0,1,0,0
42,-0.1,93.2,-42.0,4.076,4,0,1,0,0,1,0
49,1.1,93.994,-36.4,4.857,0,0,3,1,0,0,0
57,-0.1,93.2,-42.0,4.021,2,0,6,0,1,0,0
42,1.4,94.465,-41.8,4.961,3,2,1,0,0,0,0
50,1.1,93.994,-36.4,4.856,2,0,6,0,0,0,0
55,1.4,93.444,-36.1,4.963,2,0,6,1,0,1,0
49,-1.8,92.893,-46.2,1.354,2,0,6,0,1,1,0
31,1.1,93.994,-36.4,4.857,3,0,3,0,0,0,0
52,1.1,93.994,-36.4,4.864,8,1,6,1,1,1,0
35,1.1,93.994,-36.4,4.858,2,0,6,0,1,0,0
35,-1.8,92.843,-50.0,1.799,2,0,1,0,1,0,0
47,-1.8,93.075,-47.1,1.41,2,1,1,0,1,1,0
51,-0.1,93.2,-42.0,4.021,4,1,3,0,1,0,0
51,1.4,93.918,-42.7,4.962,4,0,3,1,0,0,0
36,-3.4,92.431,-26.9,0.741,4,0,4,1,0,0,0
32,-1.8,92.893,-46.2,1.244,8,1,6,0,0,0,0
49,1.4,93.444,-36.1,4.964,4,0,4,0,0,0,0
35,-1.8,93.075,-47.1,1.365,6,0,6,0,1,0,0
29,-0.1,93.2,-42.0,4.153,6,1,6,0,0,0,0
35,1.4,94.465,-41.8,4.866,4,0,4,0,1,0,0
52,-0.1,93.2,-42.0,4.153,10,0,0,0,0,0,0
64,-3.4,92.431,-26.9,0.73,2,0,1,0,1,0,1
31,1.4,93.918,-42.7,4.963,2,1,6,0,0,0,0
32,1.1,93.994,-36.4,4.86,6,0,2,0,1,0,0
33,-1.8,92.893,-46.2,1.327,1,0,1,0,1,0,1
41,1.4,93.918,-42.7,4.961,3,0,3,0,1,1,0
33,1.1,93.994,-36.4,4.857,3,1,3,1,0,1,0
44,-1.8,92.893,-46.2,1.244,6,1,1,0,1,0,0
35,-1.8,93.075,-47.1,1.405,2,1,3,0,0,0,0
36,-1.8,92.893,-46.2,1.291,3,0,0,0,1,0,0
59,1.4,93.444,-36.1,4.965,5,0,6,0,0,1,0
30,1.4,94.465,-41.8,4.961,2,0,6,0,0,0,0
33,-1.8,93.075,-47.1,1.405,0,0,0,0,1,0,0
52,1.4,93.918,-42.7,4.957,6,0,6,1,0,0,0
27,-1.8,93.075,-47.1,1.445,4,1,3,0,1,0,0
29,-1.8,92.893,-46.2,1.25,2,1,2,0,1,0,1
47,1.4,93.918,-42.7,4.957,3,1,3,1,1,0,0
39,1.4,94.465,-41.8,4.961,2,0,1,0,0,0,0
39,1.4,93.444,-36.1,4.963,4,0,4,0,0,0,0
31,-1.8,92.893,-46.2,1.327,1,2,1,1,0,0,0
58,1.4,94.465,-41.8,4.959,3,0,0,1,1,0,0
31,-1.7,94.027,-38.3,0.899,11,1,6,0,0,0,2
51,-0.1,93.2,-42.0,4.021,1,1,1,1,0,0,0
34,-1.8,92.893,-46.2,1.264,2,0,6,0,1,0,1
49,1.4,93.444,-36.1,4.97,4,0,4,0,0,0,0
40,-0.1,93.2,-42.0,4.12,4,0,1,0,1,0,0
58,1.4,93.918,-42.7,4.962,1,0,1,0,0,0,0
23,1.4,93.918,-42.7,4.962,2,1,1,0,0,0,0
49,-0.1,93.2,-42.0,4.153,2,0,6,0,0,0,1
52,-0.1,93.2,-42.0,4.191,10,1,6,1,1,0,0
29,1.1,93.994,-36.4,4.855,6,1,6,0,1,0,0
38,1.4,93.918,-42.7,4.968,1,0,1,0,0,0,0
35,-1.8,92.893,-46.2,1.291,3,0,1,0,1,0,1
50,-1.8,92.893,-46.2,1.299,3,0,0,0,1,1,0
35,1.4,94.465,-41.8,4.967,5,1,2,1,1,0,0
40,-0.1,93.2,-42.0,4.191,3,0,4,0,0,1,1
29,1.4,93.918,-42.7,4.96,3,0,5,0,0,0,0
34,-0.1,93.2,-42.0,4.153,6,1,6,0,1,1,0
36,1.4,93.444,-36.1,4.97,2,0,6,0,0,0,0
42,1.4,94.465,-41.8,4.961,1,0,1,1,0,0,0
40,-1.8,93.876,-40.0,0.683,2,1,3,0,1,0,2
30,-1.8,92.893,-46.2,1.334,3,0,3,1,1,0,0
52,-1.8,93.075,-47.1,1.405,3,0,0,0,1,0,0
37,-0.1,93.2,-42.0,4.076,6,0,6,0,1,0,0
35,1.4,93.918,-42.7,4.96,10,1,6,0,1,0,0
41,-1.8,92.893,-46.2,1.25,6,0,5,0,1,0,1
30,1.4,94.465,-41.8,4.961,8,1,6,0,0,1,0
35,1.1,93.994,-36.4,4.858,8,0,3,0,1,0,0
44,1.1,93.994,-36.4,4.856,3,0,3,1,0,0,0
55,1.1,93.994,-36.4,4.86,3,0,3,1,0,0,0
29,1.4,93.918,-42.7,4.957,2,1,6,0,0,0,0
27,1.4,93.918,-42.7,4.962,4,1,1,0,1,0,0
46,1.1,93.994,-36.4,4.856,2,0,1,0,1,0,0
39,-1.8,92.893,-46.2,1.299,2,0,6,0,0,0,1
48,1.4,93.444,-36.1,4.963,3,0,5,0,0,0,0
46,1.4,94.465,-41.8,4.864,0,2,2,0,1,0,0
37,1.4,94.465,-41.8,4.961,3,0,2,0,1,0,0
36,1.4,93.444,-36.1,4.968,2,1,6,0,1,0,0
44,1.4,93.444,-36.1,4.963,2,0,4,0,1,0,0
30,-2.9,92.963,-40.8,1.26,2,0,6,0,1,0,2
31,-1.8,93.369,-34.8,0.651,4,0,6,0,0,0,0
41,1.4,94.465,-41.8,4.865,2,0,1,0,2,2,0
61,-1.8,93.876,-40.0,0.699,2,0,5,0,0,0,2
28,-1.8,92.893,-46.2,1.244,3,1,3,0,2,2,0
28,1.4,94.465,-41.8,4.961,3,0,2,1,1,0,0
42,-0.1,93.2,-42.0,4.021,2,0,1,0,1,0,0
34,-2.9,92.963,-40.8,1.262,1,1,1,0,0,1,0
52,1.4,93.918,-42.7,4.961,10,0,6,1,1,0,0
50,1.4,93.918,-42.7,4.961,4,0,4,1,1,0,0
47,1.1,93.994,-36.4,4.857,6,0,6,0,1,1,0
39,1.4,94.465,-41.8,4.96,3,0,2,1,2,2,0
41,1.4,93.444,-36.1,4.966,4,0,4,0,0,0,0
41,-1.8,93.369,-34.8,0.653,2,2,6,0,1,1,0
36,1.4,93.444,-36.1,4.966,2,0,6,1,0,0,0
49,-0.1,93.2,-42.0,4.12,2,2,1,0,1,0,1
31,1.4,93.918,-42.7,4.96,3,0,3,0,1,1,0
35,-1.7,94.027,-38.3,0.9,4,0,6,0,1,0,1
32,-1.8,92.893,-46.2,1.25,2,1,5,0,1,1,1
33,1.1,93.994,-36.4,4.859,3,0,4,0,1,0,0
28,1.4,94.465,-41.8,4.866,9,1,5,1,1,0,0
31,-0.1,93.2,-42.0,4.076,6,1,6,0,0,0,0
56,1.4,93.918,-42.7,4.957,2,0,6,0,1,0,0
29,-1.8,92.893,-46.2,1.299,11,1,5,0,0,0,0
22,-1.8,92.893,-46.2,1.266,4,1,5,0,0,0,2
35,-1.8,92.893,-46.2,1.25,4,0,4,0,1,0,0
50,-3.4,92.431,-26.9,0.739,4,0,4,0,2,2,1
36,1.4,93.444,-36.1,4.966,4,0,4,0,1,0,0
45,1.4,94.465,-41.8,4.961,6,0,6,0,1,0,0
26,1.4,93.918,-42.7,4.962,6,1,6,0,1,0,0
37,-1.8,92.893,-46.2,1.244,3,0,4,0,1,0,1
50,1.1,93.994,-36.4,4.86,8,0,0,1,0,0,0
43,1.4,93.918,-42.7,4.961,2,0,1,0,0,0,0
31,1.4,93.444,-36.1,4.963,4,1,6,0,0,0,0
34,-1.8,92.893,-46.2,1.344,3,0,3,0,0,0,0
24,-1.8,93.876,-40.0,0.672,11,1,1,0,0,0,2
36,-1.8,92.893,-46.2,1.266,2,0,4,0,0,0,1
42,-1.8,92.893,-46.2,1.244,4,1,6,0,1,0,0
39,1.4,93.918,-42.7,4.963,3,0,6,0,0,0,0
36,-1.8,92.893,-46.2,1.354,4,0,4,0,1,0,0
77,-3.4,92.649,-30.1,0.718,5,2,0,0,0,0,0
37,1.4,94.465,-41.8,4.961,4,0,3,0,0,0,0
25,1.1,93.994,-36.4,4.86,3,1,3,1,1,0,0
57,1.4,93.918,-42.7,4.961,3,0,5,0,0,0,0
40,-0.1,93.2,-42.0,4.021,6,0,6,0,0,0,0
37,-1.8,92.893,-46.2,1.313,8,0,6,0,1,0,0
31,-0.1,93.2,-42.0,4.021,7,1,0,0,0,0,0
54,1.4,93.918,-42.7,4.962,0,0,0,0,0,0,0
60,-3.4,92.431,-26.9,0.739,5,0,0,0,0,0,0
34,1.1,93.994,-36.4,4.857,4,0,6,0,0,0,0
32,-1.8,92.893,-46.2,1.27,4,0,6,0,1,0,0
33,-0.1,93.2,-42.0,4.191,6,0,6,0,1,0,0
